Gene	Chr	ABRF-ILMN-RIBO-A-1	ABRF-ILMN-RIBO-A-2	ABRF-ILMN-RIBO-A-3	ABRF-ILMN-RIBO-A-4	ABRF-ILMN-RIBO-B-1	ABRF-ILMN-RIBO-B-2	ABRF-ILMN-RIBO-B-3	ABRF-ILMN-RIBO-B-4	ABRF-ILMN-RNA-A-1	ABRF-ILMN-RNA-A-2	ABRF-ILMN-RNA-A-3	ABRF-ILMN-RNA-A-4	ABRF-ILMN-RNA-B-1	ABRF-ILMN-RNA-B-2	ABRF-ILMN-RNA-B-3	ABRF-ILMN-RNA-B-4
MCM3AP	chr21	4264	3034	2152	2670	2833	3648	2021	1866	5443	5150	3804	5473	3451	3676	4604	3476
MCM4	chr8	13221	9164	7461	9573	1804	2106	1263	1229	20219	23059	21051	25805	3077	2732	3885	3014
MCM5	chr22	506	414	249	219	75	115	77	50	3298	1760	1027	1543	175	230	267	160
MCM6	chr2	6180	4311	3267	4218	1140	1450	816	682	13518	15796	14233	18013	2510	2181	3125	2449
MCM7	chr7	2586	1853	1079	982	401	579	280	235	14500	10327	6563	9897	1829	2284	2655	1674
MCM8	chr20	7165	4869	3995	5650	731	830	567	409	5774	7200	6907	8465	457	486	676	621
MCM9	chr6	2141	1430	1237	1748	873	1043	658	552	1249	1593	1676	1833	653	571	929	618
MCMBP	chr10	7336	4942	4351	5978	2942	3427	2059	1986	8896	11097	10976	13274	3941	3504	5012	3781
MCOLN1	chr19	17	16	8	11	67	93	26	40	259	160	70	116	289	465	421	234
MCOLN2	chr1	256	209	183	202	4	21	6	7	318	379	248	402	18	10	26	4
MCOLN3	chr1	585	461	412	558	43	58	38	19	802	1064	1164	1206	74	62	52	36
MCPH1	chr8	3012	2006	1763	2490	1588	2082	1160	1182	2039	2625	2642	3110	1491	1351	1732	1362
MCRS1	chr12	192	223	89	109	293	398	237	160	2059	1376	681	1237	1011	1321	1480	787
MCTP1	chr5	5627	4140	3927	5978	9315	11404	6802	6370	2002	2738	2858	3315	8709	7488	9717	8712
MCTP2	chr15	1959	1296	1153	1679	209	246	154	119	1087	1316	1173	1550	127	81	88	110
MCTS1	chrX	2974	2164	1880	2791	1038	1315	743	778	4522	6007	6333	7227	2320	1905	2620	2263
MCU	chr10	2119	1593	1348	1750	2095	2712	1412	1455	2896	3584	3590	4287	3496	3178	4150	3490
MDC1	chr6	1793	1311	991	1077	1034	1285	736	614	5709	5358	4009	5710	2302	2623	3171	2134
MDFI	chr6	18	26	8	8	4	4	4	6	426	213	80	160	12	25	46	14
MDFIC	chr7	3968	2751	2739	4540	725	755	496	477	2749	3669	4248	4551	873	685	1051	843
MDGA1	chr6	28	22	13	29	3156	4213	2158	1826	132	97	49	90	9281	10633	13239	7656
MDGA2	chr14	750	601	452	733	2254	2585	1788	1497	379	676	625	732	865	766	999	889
MDH1	chr2	8681	6224	4989	6400	18856	23415	13425	12463	16030	19617	19038	22724	46424	42967	58404	43879
MDH1B	chr2	51	39	24	40	307	307	208	193	42	108	114	98	454	395	532	501
MDH2	chr7	1298	1038	670	652	1619	2114	1091	1055	9709	7094	4962	7339	6102	6925	8746	5183
MDK	chr11	291	243	168	123	23	46	21	13	4842	2680	1642	2593	225	237	275	176
MDM1	chr12	1750	1126	1020	1601	1264	1468	855	811	1481	1927	2055	2231	1500	1405	1879	1511
MDM2	chr12	17465	11879	11279	16339	6458	7446	4635	4292	8289	11364	12510	13726	4609	4215	5879	5048
MDM4	chr1	17151	11705	10431	14496	6839	8520	5172	4828	6894	8791	9238	10428	3665	3336	4321	3737
MDN1	chr6	19898	13350	10497	12539	13167	15871	9375	8568	9322	10775	9663	11939	8432	8269	10984	8593
MDP1	chr14	0	0	0	0	3	2	3	3	5	1	3	2	4	12	12	4
ME1	chr6	2507	1682	1408	2410	2131	2690	1572	1496	2866	3983	4268	4786	4217	3647	4936	4147
ME2	chr18	5628	3716	3360	4627	3496	4496	2712	2531	6394	8181	8154	9870	4351	3765	5127	4574
ME3	chr11	129	97	72	67	1172	1434	806	749	226	179	144	207	1947	2076	2717	1668
MEA1	chr6	508	315	220	153	473	607	339	290	3424	2875	1825	2957	1879	2063	2663	1746
MEAF6	chr1	3163	2316	1934	2744	3596	4577	2737	2444	5184	6404	6594	7721	8261	7321	10191	8016
MECOM	chr3	973	604	499	650	530	679	423	317	540	700	725	882	756	700	980	713
MECP2	chrX	2386	1901	1359	1744	5771	7695	4129	3748	3421	3364	2930	3614	8595	8755	11515	8266
MECR	chr1	293	240	129	177	404	536	230	247	922	769	530	672	765	836	1046	651
MED1	chr17	5805	3954	3033	3966	2724	3278	1899	1733	6361	8138	7638	9188	3413	3279	4504	3603
MED10	chr5	713	521	541	760	430	484	283	286	2059	2435	2644	2918	1713	1693	2070	1633
MED11	chr17	87	53	31	42	98	112	51	27	554	327	222	307	245	363	393	261
MED12	chrX	785	620	354	301	914	1223	655	536	3039	2577	1377	2257	1469	1836	2235	1143
MED12L	chr3	1464	1130	969	1215	3750	4317	2646	2439	591	614	612	799	1136	1044	1323	1103
MED13	chr17	29215	19870	17646	25686	17155	20923	12321	11622	11471	15934	17196	19433	10120	8369	12017	10704
MED13L	chr12	11323	7907	6439	8448	12702	15466	8907	8201	7016	8751	8302	10104	12223	11631	15430	12450
MED14	chrX	7734	5340	4476	6216	2886	3809	1984	1900	8088	9990	10285	12036	4325	4085	5128	4412
MED15	chr22	485	336	258	246	367	537	277	226	2510	1640	1031	1577	1130	1429	1643	826
MED16	chr19	12	18	8	10	47	70	20	17	428	136	66	80	177	226	280	97
MED17	chr11	3740	2630	2369	3432	1955	2364	1437	1401	3129	4076	4043	4818	2540	2121	3074	2575
MED18	chr1	268	251	180	172	120	175	122	96	1005	961	729	975	473	402	499	340
MED19	chr11	357	253	187	167	282	368	189	236	735	834	661	821	712	705	883	582
MED20	chr6	1563	1034	811	1016	455	446	329	243	2513	3085	2755	3485	842	799	1059	776
MED21	chr12	4080	2716	2669	4085	3022	3518	2195	1998	3032	4609	4967	5246	4049	3404	4443	3848
MED22	chr9	344	246	115	118	288	478	236	172	1273	838	549	816	556	778	808	390
MED23	chr6	6306	4207	3592	5115	4630	5521	3255	3241	4470	5993	5706	6554	4999	4335	5714	4680
MED24	chr17	534	423	210	158	717	874	407	408	2946	2013	1204	1966	1877	2411	2548	1450
MED25	chr19	193	103	93	89	215	232	150	103	897	458	374	580	491	675	737	419
MED26	chr19	337	233	185	235	175	197	123	122	607	616	576	826	377	443	470	400
MED27	chr9	159	116	68	69	176	227	122	116	556	511	326	520	353	454	593	371
MED28	chr4	4135	3088	2743	3943	2183	2770	1779	1729	4809	5900	6239	7059	2854	2463	3098	2552
MED29	chr19	681	495	365	472	1320	1560	921	797	2165	2083	1763	2276	4091	4406	5475	3850
MED30	chr8	602	438	343	482	354	440	239	255	902	1072	1049	1269	569	490	710	550
MED31	chr17	377	279	260	395	324	383	242	242	488	710	613	788	500	525	631	651
MED4	chr13	2507	1812	1819	2669	1610	1864	1111	1128	3947	5116	6021	6338	3214	2774	3811	3243
MED6	chr14	2117	1435	1374	1641	1562	1951	1208	1167	2130	2354	2452	2769	1424	1181	1403	1322
MED7	chr5	1486	1201	1079	1337	1356	1633	1054	847	1526	1866	2034	2522	1147	944	1334	1157
MED8	chr1	1000	644	485	571	751	988	580	489	2480	2638	2079	2987	1569	1715	2021	1467
MED9	chr17	337	264	132	146	565	634	354	345	1139	1002	713	1073	1585	1890	2248	1502
MEF2A	chr15	7332	4891	4612	6852	9457	11605	6631	6416	5427	7351	7489	8617	11220	10352	13743	11574
MEF2B	chr19	4	4	1	0	2	9	0	1	3	3	0	18	2	1	14	5
MEF2C	chr5	3128	2172	1875	2842	28362	33761	20392	19687	2256	3221	3168	3700	34426	29980	40785	34687
MEF2D	chr1	371	240	212	198	2250	2954	1602	1295	1614	1307	968	1425	5913	6869	8560	5383
MEFV	chr16	4	2	0	0	19	21	12	11	10	8	0	24	12	10	22	21
MEGF10	chr5	345	249	240	283	6011	7155	4121	3934	303	318	357	441	5994	5222	7252	6070
MEGF11	chr15	494	321	295	411	2500	2782	1674	1708	47	56	72	61	4142	3694	4944	3883
MEGF6	chr1	24	10	9	11	2	8	6	2	191	73	29	47	12	42	35	14
MEGF8	chr19	328	219	148	94	1824	2395	1150	990	1866	1424	969	1406	5230	6123	7741	4607
MEGF9	chr9	2784	1863	1653	2278	10653	13005	7869	7164	2485	3154	3169	3698	15106	13909	18900	15624
MEI1	chr22	20	7	8	13	46	37	32	26	38	31	21	26	56	52	69	54
MEIG1	chr10	10	8	13	12	29	24	21	14	9	10	14	24	29	18	31	20
MEIS1	chr2	1239	939	705	1120	3407	4080	2408	2164	760	1159	957	1162	3965	3573	4728	3724
MEIS2	chr15	1796	1364	1221	1683	1856	2403	1347	1313	1826	2626	2445	2920	3114	2682	3558	2991
MEIS3	chr19	76	48	42	49	173	278	162	114	561	334	221	337	837	868	1145	711
MELK	chr9	5826	3945	3300	4713	13	12	4	3	5885	8191	8341	9206	10	8	4	66
MEMO1	chr2	100	69	79	101	59	68	28	29	7	7	13	11	14	18	31	22
MEN1	chr11	161	120	84	57	216	293	134	146	2113	1300	833	1358	869	1177	1444	768
MEOX1	chr17	16	20	0	8	13	10	4	3	40	46	26	48	0	0	6	0
MEOX2	chr7	289	183	179	246	37	30	16	9	220	242	296	362	49	62	68	63
MEP1A	chr6	68	42	20	35	12	6	4	8	142	140	106	174	4	2	10	6
MEP1B	chr18	18	7	22	27	113	112	62	67	14	6	4	22	19	11	34	23
MEPCE	chr7	412	333	196	147	461	593	283	256	2443	1963	1280	1821	1287	1653	2059	1155
MEPE	chr4	4	5	4	7	252	264	185	135	0	4	1	4	416	335	470	378
MERTK	chr2	671	475	375	392	960	1261	730	697	913	1140	940	1114	1193	1199	1569	1079
MESP1	chr15	8	8	0	1	38	44	17	22	38	16	20	10	78	85	92	44
MESP2	chr15	3	3	0	6	0	2	13	2	5	6	6	8	10	12	33	10
MEST	chr7	3947	2954	2386	3098	2981	3429	2205	1990	4902	6367	6636	7473	1300	1250	1718	1489
MET	chr7	14347	9524	8385	11191	2585	3096	1846	1717	9921	13129	12821	14997	2577	2504	3022	2889
METAP1	chr4	6432	4177	3720	4908	2191	2472	1505	1412	7229	9624	9751	11580	3068	2625	3647	3094
METAP1D	chr2	870	650	492	732	377	427	326	260	1198	1407	1270	1567	499	463	666	499
METAP2	chr12	11630	7979	7470	10510	3742	4554	2669	2591	15307	20053	21786	24644	6804	5847	7887	6409
METRN	chr16	10	30	16	6	78	94	42	32	272	78	45	58	245	381	395	203
METRNL	chr17	183	110	58	98	30	41	34	35	664	424	289	440	148	132	202	152
METTL1	chr12	176	133	66	73	43	79	28	21	859	897	573	903	190	182	245	181
METTL11B	chr1	6	3	2	6	0	0	0	0	9	6	6	6	2	0	0	0
METTL14	chr4	2618	1833	1619	2288	1746	2019	1229	1171	1878	2737	2680	3021	1331	1208	1460	1519
METTL15	chr11	2148	1330	1339	2053	1155	1414	805	857	1363	1769	1803	1984	1330	1115	1499	1333
METTL16	chr17	2079	1359	1052	1391	1351	1574	877	885	2559	2285	2181	3273	1571	1472	1973	1496
METTL17	chr14	1618	1120	889	1021	760	870	481	426	3754	4198	3616	4689	1871	1718	2540	1666
METTL18	chr1	683	456	487	824	297	329	221	208	955	1171	1484	1574	409	402	519	504
METTL21A	chr2	2098	1416	1349	2012	865	1012	613	617	2178	2839	3158	3279	1588	1251	1714	1409
METTL21C	chr13	31	10	18	12	51	73	47	32	0	0	4	3	68	69	138	95
METTL22	chr16	350	240	143	172	219	255	177	151	872	692	356	654	421	497	688	411
METTL23	chr17	1815	1219	1060	1408	439	540	266	263	2656	3432	3427	4020	964	890	1135	1013
METTL24	chr6	18	11	9	4	97	145	70	64	2	10	4	6	77	91	143	66
METTL2A	chr17	1447	1029	818	1092	664	819	411	475	2200	2501	2102	2486	863	742	1025	749
METTL2B	chr7	3014	2019	1790	2407	1195	1399	829	733	2764	3130	2812	3837	1452	1441	1910	1419
METTL3	chr14	2229	1515	1196	1486	1928	2536	1369	1269	4262	4956	4028	5523	3312	3194	4106	3053
METTL4	chr18	1934	1375	1294	2041	1097	1142	758	672	1792	2428	2713	2881	1141	1066	1403	1159
METTL5	chr2	2914	2167	1986	2607	1068	1172	637	656	4421	5919	6236	7171	2250	1991	2602	2140
METTL6	chr3	1454	832	803	1043	1549	1869	1155	1029	1274	1688	1712	1984	1853	1680	2410	1779
METTL7A	chr12	3841	2879	2509	3790	6095	7374	4402	4049	4585	5826	5866	7096	9133	8528	11888	9248
METTL7B	chr12	22	11	18	6	40	39	40	18	146	106	110	102	76	100	168	61
METTL8	chr2	2001	1416	1294	1854	902	889	596	591	1045	1419	1357	1643	352	365	382	400
METTL9	chr16	10877	7454	7024	10040	4330	5186	3205	3088	14741	19905	20081	23205	9045	7990	10953	9351
MEX3A	chr1	20	29	10	6	1	4	0	3	102	54	37	49	5	13	8	6
MEX3B	chr15	508	436	438	646	186	246	136	149	668	898	964	1073	369	372	399	378
MEX3C	chr18	4562	3361	3023	3904	2147	2601	1559	1470	4885	6645	6989	8231	3242	2820	3725	3176
MEX3D	chr19	356	332	272	345	170	198	142	134	844	814	746	1058	326	372	406	324
MFAP1	chr15	2076	1357	918	1296	1368	1900	1018	876	4098	4981	4392	5420	2627	2476	3306	2473
MFAP2	chr1	39	37	18	11	0	0	4	0	619	323	131	328	2	2	2	2
MFAP3	chr5	5502	3825	3607	5133	3717	4525	2709	2759	4280	5719	6052	6679	4069	3739	5118	4334
MFAP3L	chr4	433	286	327	450	6826	8358	4927	4852	451	595	480	604	8420	7234	9545	7977
MFAP4	chr17	185	176	110	65	77	61	49	35	2021	1487	888	1356	202	260	273	160
MFAP5	chr12	81	52	58	72	45	68	34	38	125	186	117	193	71	59	85	88
MFF	chr2	5039	3180	2916	3941	5327	6630	3852	3651	6069	7864	7634	9009	10918	9820	13175	10651
MFGE8	chr15	396	293	188	146	215	383	175	164	2986	1652	934	1607	983	1180	1584	734
MFHAS1	chr8	2952	2157	1720	2607	1783	2180	1327	1268	4547	5753	5592	6632	3265	3071	4173	3288
MFN1	chr3	7069	5122	4360	6400	4035	4864	2855	2955	5589	7717	8053	9311	4635	3993	5469	4708
MFN2	chr1	2238	1777	1191	1437	4413	5575	2891	2601	6172	5776	4538	6271	8435	9327	11434	7419
MFNG	chr22	26	14	11	17	44	32	12	27	291	228	104	200	78	113	170	80
MFRP	chr11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD1	chr3	4204	2960	2703	3723	1814	2061	1182	1236	4565	5845	6544	7173	2426	2121	2875	2286
MFSD10	chr4	44	34	26	14	45	71	37	31	624	259	156	226	212	337	398	165
MFSD11	chr17	1633	1106	885	1121	1224	1630	953	829	1955	2434	2197	2825	1241	1061	1569	1119
MFSD12	chr19	240	203	105	75	189	209	106	81	2985	1438	857	1310	508	707	755	446
MFSD2A	chr1	61	45	18	32	212	257	153	114	241	181	152	174	594	730	794	512
MFSD2B	chr2	55	63	34	37	25	37	25	11	104	40	63	83	1	13	25	6
MFSD3	chr8	7	6	0	0	9	67	7	12	195	65	26	43	81	148	132	63
MFSD5	chr12	137	144	68	55	185	245	138	104	907	680	482	818	519	739	860	462
MFSD6	chr2	2551	1777	1475	2044	8317	10582	6142	5913	2271	3052	3056	3443	16158	14117	19087	14909
MFSD6L	chr17	0	2	0	0	0	0	0	0	0	2	0	0	2	4	0	0
MFSD8	chr4	2330	1715	1493	2260	1945	2286	1412	1357	1768	2705	2868	3182	2289	2140	2709	2337
MFSD9	chr2	670	455	420	609	654	744	485	415	721	972	847	1116	776	775	940	725
MGA	chr15	20011	12782	11337	14219	18738	22946	13445	12853	5980	7908	7829	9183	6075	5072	6895	5573
MGAM	chr7	87	37	41	60	68	131	61	46	44	63	78	79	48	39	58	58
MGAT1	chr5	778	511	366	501	602	815	411	374	2826	2350	1688	2198	1728	2006	2448	1489
MGAT2	chr14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MGAT3	chr22	32	48	26	41	1119	1615	752	733	294	178	99	188	3195	3988	4489	2571
MGAT4A	chr2	5428	3886	3598	5564	12039	13838	8365	7849	3481	4671	4862	5475	9130	8104	10694	8844
MGAT4B	chr5	501	418	240	278	354	593	288	211	3793	2383	1437	2232	1176	1613	1843	1040
MGAT4C	chr12	90	74	66	75	969	1120	640	670	32	81	64	61	338	315	431	356
MGAT5	chr2	4331	2953	2306	2805	7069	8903	5082	4789	5534	6114	5239	6572	9810	9588	12522	8939
MGAT5B	chr17	47	75	19	15	419	514	257	189	349	230	116	174	1159	1549	1711	785
MGLL	chr3	683	500	432	468	2614	3245	1732	1626	2057	1530	1154	1670	8071	9095	10953	6741
MGMT	chr10	89	57	55	67	62	147	64	70	257	160	92	170	178	221	219	138
MGP	chr12	736	517	376	384	368	370	264	223	1841	2201	1850	2412	849	937	1195	943
MGRN1	chr16	202	119	74	89	477	758	345	250	1410	745	493	741	1589	2158	2413	1317
MGST1	chr12	5135	3826	3623	4946	1445	1827	1104	1063	11975	16065	16179	19136	4673	3997	5200	4426
MGST2	chr4	1359	968	609	766	488	532	341	307	2664	3417	2902	4102	997	1044	1257	931
MGST3	chr1	1047	679	524	683	2886	3741	1944	1736	3065	3015	2260	3077	7279	7513	10274	6879
MIA	chr19	11	21	4	6	7	5	3	3	277	143	100	155	4	2	7	0
MIB1	chr18	22584	15721	15041	22636	16945	19809	12003	11281	10176	14555	16381	17326	10018	9197	12075	10881
MIB2	chr1	87	55	42	60	241	233	128	121	278	96	40	126	305	344	449	213
MICA	chr6	244	207	141	97	84	132	77	77	1381	1221	711	1152	289	343	424	269
MICAL1	chr6	294	242	102	111	424	540	292	223	1810	1269	681	1123	1250	1765	2086	1073
MICAL2	chr11	2046	1428	1023	1182	7151	9321	4952	4397	3480	3710	2597	3695	16743	18649	23425	14776
MICAL3	chr22	32	26	14	14	189	251	98	100	10	5	14	9	53	53	48	30
MICALL1	chr22	177	179	90	98	162	282	152	137	1096	709	474	618	322	510	572	379
MICALL2	chr7	133	77	66	47	134	245	85	75	984	495	297	361	404	535	594	314
MICB	chr6	469	396	216	184	36	54	32	22	1605	1745	1228	1786	144	133	144	124
MICU1	chr10	2288	1584	1201	1574	4034	5066	2818	2637	3919	4290	3517	4938	8474	8632	11142	7927
MID1	chrX	2014	1474	1237	1693	1934	2465	1407	1321	2034	2539	2640	2924	2448	2369	3015	2479
MID1IP1	chrX	805	541	507	550	640	911	468	420	2054	1669	1616	2022	2013	2080	2781	1875
MID2	chrX	234	140	83	124	928	1068	612	554	235	286	307	329	731	732	812	773
MIDN	chr19	548	366	352	356	298	333	174	194	3211	2611	2161	2748	1264	1433	1721	1172
MIEN1	chr17	148	124	56	64	289	396	230	179	1206	1112	580	1104	1197	1675	2076	1029
MIER1	chr1	9698	6504	6166	10041	5821	6750	4144	4154	4553	6974	7805	8468	5105	4118	5732	5313
MIER2	chr19	44	28	13	26	54	104	47	30	472	272	121	191	223	261	387	219
MIER3	chr5	6358	4495	4098	6349	4406	5544	3450	3281	4110	5666	6290	6787	4501	3785	5258	4480
MIF	chr22	0	2	0	2	7	7	2	0	18	10	0	1	5	11	21	11
MIF4GD	chr17	80	93	45	35	85	103	75	41	800	709	481	650	257	270	421	190
MIIP	chr1	32	27	14	0	41	88	23	12	472	187	74	128	140	170	196	66
MINK1	chr17	308	252	108	88	1596	2303	983	887	2705	1544	866	1394	4922	6885	7263	3817
MINPP1	chr10	2693	1760	1739	2720	800	956	568	510	2853	4385	4477	4922	1273	1190	1597	1345
MIOS	chr7	6357	4487	3906	5643	3147	3771	2349	2045	4918	6405	6465	7719	2960	2492	3436	2954
MIOX	chr22	0	1	2	0	3	3	0	0	8	3	2	2	0	0	0	0
MIP	chr12	14	14	7	9	13	13	7	2	15	6	8	8	22	32	19	20
MIPEP	chr13	1403	884	703	1088	466	615	371	331	1846	2390	2362	2746	492	481	673	572
MIPOL1	chr14	2864	2006	1886	2995	1330	1661	970	958	1094	1444	1539	1691	502	394	557	501
MIS12	chr17	2822	1995	1889	2718	1075	1186	707	767	3813	4957	5293	5744	1641	1658	2054	1762
MIS18A	chr21	1660	1195	1059	1826	258	283	170	185	3146	3868	4112	4367	529	419	638	560
MIS18BP1	chr14	10561	7412	6969	10833	1239	1369	899	825	5493	7901	8811	9501	881	694	943	902
MITD1	chr2	2080	1397	1311	1817	819	954	490	534	2601	3495	3746	4076	1568	1252	1589	1431
MITF	chr3	9306	6645	6345	8793	690	847	530	477	7915	10447	10464	12104	924	792	1161	893
MIXL1	chr1	272	195	198	185	18	39	39	14	691	720	672	908	54	44	98	79
MKI67	chr10	20816	14773	10427	11670	46	54	34	34	26348	28073	22619	29957	39	30	44	230
MKKS	chr20	2401	1761	1447	1840	3449	4039	2411	2184	4349	5956	6010	6643	7583	6831	9351	6939
MKLN1	chr7	23574	16097	15194	22461	18269	21334	13046	12793	10007	13837	15343	17129	13741	11870	15795	13954
MKNK1	chr1	635	439	374	429	904	1279	766	707	1465	1410	1175	1516	1846	1854	2500	1780
MKNK2	chr19	799	579	437	488	646	835	434	364	3549	2475	1881	2764	1917	2240	2762	1748
MKRN1	chr7	5637	3961	3193	4248	3956	4814	2753	2525	9164	11243	10711	12380	8278	8239	11151	8230
MKRN2	chr3	2081	1554	1307	1768	2293	2567	1513	1382	3328	4142	3598	4642	4616	4166	5581	4203
MKRN3	chr15	333	303	243	321	115	133	89	60	459	492	426	532	120	150	212	146
MKS1	chr17	312	276	137	147	212	299	129	146	1253	1145	751	1249	430	531	612	422
MKX	chr10	110	94	82	110	704	935	552	520	113	121	147	177	956	838	1136	908
MLANA	chr9	4171	2937	2451	3407	194	280	149	140	7314	9180	8764	10378	22	25	31	105
MLC1	chr22	6	12	6	13	1614	2319	1138	1063	44	50	50	58	5033	6017	7435	3916
MLEC	chr12	10075	7090	5198	6321	3935	4936	2876	2548	17643	19552	15612	20899	6427	6904	8932	6524
MLF1	chr3	1092	774	669	957	1151	1315	774	867	1351	1867	1930	2178	1873	1691	2198	1866
MLF2	chr12	1287	928	563	641	2069	2597	1380	1245	8604	7209	5024	7227	9500	11062	14122	8059
MLH1	chr3	3934	2393	1927	2448	1707	2135	1107	1080	5037	5679	5544	7061	2562	2230	3118	2233
MLH3	chr14	4269	2975	2604	3534	6004	7061	4258	4146	1659	2129	2240	2726	2932	2291	3196	2791
MLIP	chr6	26	19	3	22	2023	2460	1538	1365	18	28	46	36	1127	1013	1331	964
MLKL	chr16	718	571	394	395	117	192	85	88	1183	1595	1407	1861	295	300	349	275
MLLT1	chr19	591	433	326	351	856	1097	550	486	2388	2003	1578	2133	3094	3387	4361	2556
MLLT10	chr10	4417	3139	2632	3664	3462	4336	2419	2276	3951	4958	5056	6028	3439	3208	4274	3260
MLLT11	chr1	1132	801	767	1067	6623	7861	4727	4361	2740	3339	3601	3910	23160	20660	28046	22542
MLLT3	chr9	2624	1779	1557	2372	3427	4069	2348	2352	1886	2467	2606	3066	2972	2817	3449	2955
MLLT6	chr17	1758	1388	879	1069	3094	3982	2180	1811	6326	5262	3581	5282	7812	9198	11345	6942
MLN	chr6	2	0	2	3	0	5	0	2	2	1	0	19	0	6	1	6
MLNR	chr13	2	0	1	2	1	2	0	2	2	1	8	0	0	2	8	14
MLPH	chr2	1362	958	653	742	27	11	22	15	4844	4347	3034	4307	15	19	31	60
MLST8	chr16	40	27	20	10	102	167	50	66	749	304	152	228	494	715	776	373
MLX	chr17	562	439	253	199	335	522	244	211	2786	2461	1682	2542	1202	1292	1660	1235
MLXIP	chr12	639	454	242	247	524	796	439	334	2154	1587	1120	1690	1179	1320	1550	1038
MLXIPL	chr7	50	44	4	22	101	231	88	64	645	307	181	245	541	830	944	377
MLYCD	chr16	249	171	111	170	225	305	179	192	393	324	314	354	306	303	339	278
MMAA	chr4	428	284	360	357	1176	1417	900	808	392	521	472	572	1227	1028	1329	1327
MMAB	chr12	530	350	276	313	351	455	243	218	1424	1176	1079	1351	806	845	1218	723
MMACHC	chr1	347	339	192	221	346	396	219	194	668	747	525	833	413	443	451	369
MMADHC	chr2	7817	5189	4911	7393	2575	3089	1714	1783	9811	13175	14309	15945	4369	3915	5527	4237
MMD	chr17	5458	3770	3607	5340	2858	3444	2095	2039	5895	8410	9365	10503	5464	4508	6350	5502
MMD2	chr7	0	0	0	0	233	275	135	125	0	6	2	4	430	510	549	388
MME	chr3	4372	3034	2717	4037	392	482	242	251	3715	5217	5374	6067	434	375	499	435
MMEL1	chr1	0	3	0	0	4	6	0	2	26	6	18	4	12	14	10	8
MMGT1	chrX	5338	3735	3500	5356	3396	4130	2440	2396	4698	6412	6842	7678	4447	3661	5278	4512
MMP1	chr11	1770	1287	1000	1352	0	0	11	2	2893	3939	3511	4361	6	6	5	21
MMP10	chr11	12	11	0	6	2	0	0	0	26	22	26	12	2	0	0	2
MMP11	chr22	30	26	16	6	7	12	4	0	238	146	110	179	16	30	34	24
MMP12	chr11	51	47	37	35	2	2	0	0	101	96	114	72	0	0	0	6
MMP13	chr11	31	21	14	22	6	0	4	0	36	62	50	36	0	2	0	0
MMP14	chr14	1452	1033	574	572	157	259	111	92	7892	5528	3493	5102	398	551	604	371
MMP15	chr16	62	60	56	34	34	76	38	37	1003	419	292	368	168	274	284	176
MMP16	chr8	2658	1815	1729	2514	8262	9469	5905	5859	895	1361	1487	1509	4138	3694	4929	4237
MMP17	chr12	8	8	0	1	25	40	23	8	105	46	18	36	49	133	116	63
MMP19	chr12	81	49	49	57	36	50	16	15	171	177	183	240	14	17	15	12
MMP2	chr16	1405	1122	637	576	54	96	48	34	9516	7857	5276	7428	180	186	190	209
MMP20	chr11	10	5	6	6	0	0	0	0	4	4	0	4	0	0	0	0
MMP21	chr10	10	12	12	31	19	50	31	12	0	2	5	5	18	14	29	14
MMP23B	chr1	0	0	0	0	0	0	0	0	4	0	2	2	2	0	0	0
MMP24	chr20	34	26	17	10	641	890	447	314	127	65	36	62	1402	1819	2013	982
MMP25	chr16	1	4	11	9	4	7	5	7	63	59	34	43	23	28	35	12
MMP26	chr11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP27	chr11	4	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
MMP28	chr17	14	12	4	10	85	87	66	88	62	42	48	24	225	265	336	232
MMP3	chr11	444	365	206	297	6	11	4	2	827	942	948	1092	6	2	2	16
MMP7	chr11	6	10	2	2	0	0	0	0	12	8	22	14	2	0	0	0
MMP8	chr11	139	116	79	162	14	18	4	10	192	351	246	508	6	8	8	12
MMP9	chr20	5	2	2	3	1	6	6	0	25	10	14	19	1	9	0	3
MMRN1	chr4	16	10	25	13	172	209	124	150	4	32	20	14	234	185	236	188
MMRN2	chr10	67	35	47	44	298	394	203	200	67	41	63	71	677	831	871	799
MMS19	chr10	1701	1177	718	735	2315	2744	1456	1277	3864	3511	2435	3782	3642	4150	5305	3399
MMS22L	chr6	11689	8303	7746	11923	881	994	596	637	4539	6280	6536	7288	809	741	880	891
MN1	chr22	1244	1006	859	1153	428	553	347	278	1804	2125	2162	2546	812	772	1060	812
MNAT1	chr14	2589	1907	1647	2525	1990	2310	1465	1365	2194	3047	3071	3755	1333	1247	1686	1354
MND1	chr4	1490	984	941	1212	31	50	31	29	1965	2624	2748	2970	53	34	58	58
MNDA	chr1	2	1	0	2	249	189	171	144	8	0	4	4	289	257	380	292
MNS1	chr15	654	443	474	749	725	925	581	548	591	780	865	978	816	549	838	849
MNT	chr17	227	185	171	186	303	392	198	153	866	755	585	776	1036	986	1285	940
MNX1	chr7	73	47	40	36	4	3	0	0	171	143	129	113	0	4	0	4
